5100210,Germersheimer Platz,5,544791.04
8401246,Waltersdorfer Chaussee Ost,8,2245148.779
3300515,Blankenburger Süden,3,1162742.094
4500936,Droysenstraße,4,273545.336
2300419,Wrangelkiez,2,526704.17
8100208,Körnerpark,8,553852.128
7100101,Wittenbergplatz,7,621002.31
3500935,Behaimstraße,3,439055.07
2200212,Graefekiez Süd,2,391146.547
5200524,Döberitzer Weg,5,1660861.495
3400826,Tiroler Viertel,3,658965.37
1300836,Humboldthain Nordwest,1,1441436.944
11100101,Dörfer Malchow-Wartenberg,11,8450640.742
10300733,Alt-Biesdorf,10,2398113.275
8100419,Treptower Straße Nord,8,430615.948
5200633,Graetschelsteig,5,491044.917
7601544,John-Locke-Straße,7,1123866.856
6200423,Schütte-Lanz-Straße,6,1741827.825
6300525,Zehlendorf Süd,6,1313473.565
3501037,Rathaus Weißensee,3,1745019.881
11401136,Volkradstraße,11,797319.282
7501032,Imbrosweg,7,1232156.602
9100203,Plänterwald Ost,9,2145011.963
5300839,Rohrdamm,5,1217866.308
9401432,Siedlung Kämmereiheide,9,938669.752
5300735,Haveleck,5,1032879.049
12601236,Schorfheidestraße,12,578276.162
11300724,Roedeliusplatz,11,411272.412
1100414,Nordbahnhof,1,373026.685
9300923,Kölner Viertel,9,1566611.29
2100101,Askanischer Platz,2,710730.18
10400939,Alt-Mahlsdorf,10,1898860.343
12400617,Alt-Heiligensee,12,5358291.836
8200726,Hufeisensiedlung,8,988530.849
7100102,Kalckreuthstraße,7,516600.183
2400623,Andreasviertel,2,921717.463
5400942,Alt-Gatow,5,11509680.04
1100309,Oranienburger Straße,1,1011373.746
6200313,Lankwitz Kirche,6,698873.673
1300733,Gesundbrunnen,1,658286.291
12200307,Reinickes Hof,12,532920.494
4200309,Neu Westend,4,677508.402
6100204,Munsterdamm,6,1115946.77
1400939,Glasgower Straße,1,364628.689
5100206,Griesingerstraße,5,1938153.127
9301227,Karolinenhof,9,2356822.331
6400842,Hüttenweg,6,2974967.042
7300515,Taunusstraße,7,367064.158
2500834,Revaler Straße,2,494573.77
5200634,Börnicker Straße,5,3734108.559
9401635,Müggelheim,9,22214559.98
3601347,Helmholtzplatz,3,297839.94
4300413,Klausenerplatz,4,478697.437
6300629,Botanischer Garten,6,1416782.425
8401245,Frauenviertel,8,471887.705
7300618,Ceciliengärten,7,567656.424
5100102,Am Forstacker,5,320904.583
9301025,Alt-Bohnsdorf,9,5534318.435
9200613,Bahnhof Schöneweide,9,1905365.32
3100102,Klinikum Buch,3,2732305.923
8100520,Weiße Siedlung,8,1120618.029
6300527,Sundgauer Straße,6,979984.266
10100104,Golliner Straße,10,885234.901
9100202,Plänterwald West,9,854058.97
7400824,Bosepark,7,636900.462
7400822,Lindenhofsiedlung,7,1453428.626
10100207,Ahrensfelder Berge,10,1099130.226
9100305,Baumschulenweg Ost,9,496802.575
11400930,Zachertstraße,11,404076.256
7501133,Fritz-Werner-Straße,7,1756161.582
9401431,Allende I,9,513546.383
4400834,Binger Straße,4,423122.92
6400839,Fischerhüttenstraße,6,1832730.063
7400928,Germaniagarten,7,660309.401
10200418,Kyritzer Straße,10,642564.559
2500727,Forckenbeckplatz,2,338013.859
11100206,Wartenberg Nord,11,659163.079
3701659,Immanuelkirchstraße,3,416209.907
11100203,Falkenberg Ost,11,909961.257
11300619,Rudolf-Seiffert-Park,11,372623.718
2300417,Reichenberger Straße West,2,369691.05
2100103,Am Berlin Museum,2,413261.601
9200512,Wuhlheide,9,4246764.664
1100415,Invalidenstraße,1,780145.036
11400931,Massower Straße,11,415395.107
6200420,Lichterfelde Süd,6,1370724.921
9300922,Kosmos Viertel,9,380869.074
1300834,Brunnenstraße,1,774989.435
8100103,Schillerpromenade Süd,8,479077.191
7400721,Paradestraße,7,4281118.367
4400725,Güterbahnhof Grunewald,4,543668.46
5300841,Siemensdamm,5,268020.634
7400927,Rathaus Tempelhof,7,3059291.42
6200316,Belßstraße,6,671760.849
3200205,Uhlandstraße,3,2411876.944
11300826,Frankfurter Allee Süd,11,1053291.625
4400729,Hundekehle,4,3754480.402
5200423,Magistratsweg,5,640359.571
2400624,Weberwiese,2,564671.677
3701657,Thälmannpark,3,441343.324
1300730,Drontheimer Straße,1,452951.105
4501153,Babelsberger Straße,4,586111.81
8100417,Braunschweiger Straße,8,412647.33
4501043,Preußenpark,4,625790.463
1200626,Thomasiusstraße,1,552841.838
4300517,Tegeler Weg,4,519148.696
8200622,Jahnstraße,8,667038.153
3601346,Gethsemanekirche,3,193537.945
9501940,Güterbahnhof Köpenick,9,596173.156
10200628,Neue Grottkauer Straße,10,498608.53
2300314,Oranienplatz,2,443939.153
8100310,Maybachufer,8,254730.185
4300414,Schloßstraße,4,562551.123
6400841,Zehlendorf Eiche,6,1102137.543
5100105,Amorbacher Weg,5,2202574.296
7300619,Grazer Platz,7,2573774.394
12200309,Scharnweberstraße,12,707704.668
6200312,Komponistenviertel Lankwitz,6,1237842.731
9300920,Dorf Altglienicke,9,4304670.517
10100208,Bürgerpark,10,811083.749
9200510,Helmholtz-Kiez,9,2330946.424
11100308,Zingster Straße West,11,903489.486
4501045,Schaperstraße,4,590815.934
1400940,Schillerpark,1,917904.723
6100207,Mittelstraße,6,679687.835
3100103,Karower Chaussee,3,1875386.595
8100102,Schillerpromenade Nord,8,589643.475
1100310,Alexanderplatzviertel,1,1365216.178
2500833,Boxhagener Platz,2,340147.924
11300723,Bornitzstraße,11,497936.967
11501339,Karlshorst West,11,994186.449
3300514,Blankenburg,3,4719969.861
3601453,Alter Schlachthof,3,577288.26
12500930,Wittenau Mitte,12,1613716.435
12200310,Klixstraße,12,819510.933
4501147,Leon-Jessel-Platz,4,248608.958
8200832,Buckow Mitte,8,2032572.845
9100304,Baumschulenweg West,9,1613826.884
12400616,Konradshöhe/Tegelort,12,2336407.792
8100207,Rollberg,8,371774.258
10100206,Wuhletalstraße,10,845789.678
4500939,Eisenzahnstraße,4,757142.69
10200421,Helle Mitte,10,163851.514
4200204,Angerburger Allee,4,361436.949
7100205,Alvenslebenstraße,7,317584.653
7601236,Marienfelder Allee Nordwest,7,1147177.253
3601140,Malmöer Straße,3,280593.845
3400620,Schönholz,3,1909837.667
8401138,Goldhähnchenweg,8,133642.042
1100206,Unter den Linden,1,1297109.673
3200310,Krugpfuhl,3,2267490.053
9200614,Oberspree,9,1072394.942
1200629,Hansaviertel,1,534709.38
1100308,Charitéviertel,1,1682606.662
8200624,Tempelhofer Weg,8,1189601.201
5100314,Kurstraße,5,475094.232
11200515,Weiße Taube,11,1033881.811
4300412,Schlossgarten,4,1261028.946
6200418,Landweg,6,1105430.596
11401034,Tierpark,11,1733231.062
